"Stimulus"	"Subject"	"Comment"
"220"	"Chanel N5"	27	"flowery;spicy"

"221"	"J'adore ET"	58	"flowery;strong"

"222"	"L'instant"	58	"flowery;strong"

"223"	"Pleasures"	58	"flowery;strong"

"224"	"Pure Poison"	2	"flowery;vegetal"

"225"	"Lolita Lempicka"	2	"flowery;vegetal"

"226"	"L'instant"	89	"foam"

"227"	"Lolita Lempicka"	23	"for the bath"

"228"	"Pure Poison"	16	"forest"

"229"	"Cinéma"	33	"forest"

"230"	"Lolita Lempicka"	11	"fresh"

"231"	"J'adore EP"	15	"fresh"

"232"	"Coco Mademoiselle"	25	"fresh"

"233"	"J'adore ET"	28	"fresh"

"234"	"J'adore ET"	33	"fresh"

"235"	"J'adore ET"	34	"fresh"

"236"	"J'adore EP"	40	"fresh"

"237"	"Coco Mademoiselle"	63	"fresh"

"238"	"L'instant"	63	"fresh"

"239"	"J'adore EP"	68	"fresh"

"240"	"Pure Poison"	68	"fresh"

"241"	"Cinéma"	68	"fresh"

"242"	"Lolita Lempicka"	96	"fresh;cologne"

"243"	"J'adore ET"	12	"fresh;discrete;airy;enthralling;light;soft"

"244"	"J'adore EP"	12	"fresh;discrete;airy;enthralling;light;soft"

"245"	"Pure Poison"	12	"fresh;discrete;airy;enthralling;light;soft"

"246"	"Pleasures"	12	"fresh;discrete;airy;enthralling;light;soft"

"247"	"J'adore ET"	20	"fresh;flowery;light"

"248"	"J'adore EP"	20	"fresh;flowery;light"

"249"	"Pleasures"	20	"fresh;flowery;light"

"250"	"Pleasures"	41	"fresh;flowery;sour;toiletry;synthesis"

"251"	"J'adore EP"	79	"fresh;fruity;soft"

"252"	"J'adore ET"	4	"fresh;fruity;young"

"253"	"J'adore EP"	4	"fresh;fruity;young"

"254"	"Coco Mademoiselle"	4	"fresh;fruity;young"

"255"	"Pure Poison"	4	"fresh;fruity;young"

"256"	"Pleasures"	4	"fresh;fruity;young"

"257"	"J'adore ET"	30	"fresh;green;fruity"

"258"	"J'adore EP"	30	"fresh;green;fruity"

"259"	"Coco Mademoiselle"	30	"fresh;green;fruity"

"260"	"Pleasures"	30	"fresh;green;fruity"

"261"	"L'instant"	27	"fresh;light"

"262"	"Shalimar"	27	"fresh;light"

"263"	"Pleasures"	7	"fresh;ocean;discrete"

"264"	"Pure Poison"	99	"fresh;spring;summer"

"265"	"J'adore ET"	8	"fruity"

"266"	"J'adore EP"	8	"fruity"

"267"	"Pure Poison"	8	"fruity"

"268"	"Lolita Lempicka"	8	"fruity"

"269"	"Cinéma"	8	"fruity"

"270"	"Pleasures"	8	"fruity"

"271"	"Angel"	8	"fruity"

"272"	"Lolita Lempicka"	13	"fruity"

"273"	"Angel"	13	"fruity"

"274"	"J'adore ET"	24	"fruity"

"275"	"J'adore EP"	24	"fruity"

"276"	"J'adore ET"	29	"fruity"

"277"	"Aromatics Elixir"	29	"fruity"

"278"	"Cinéma"	32	"fruity"

"279"	"Pure Poison"	33	"fruity"

"280"	"J'adore ET"	39	"fruity"

"281"	"Pure Poison"	50	"fruity"

"282"	"Pleasures"	50	"fruity"

"283"	"J'adore EP"	56	"fruity"

"284"	"Cinéma"	56	"fruity"

"285"	"Lolita Lempicka"	59	"fruity"

"286"	"L'instant"	59	"fruity"

"287"	"Angel"	59	"fruity"

"288"	"J'adore ET"	62	"fruity"

"289"	"J'adore ET"	70	"fruity"

"290"	"Pure Poison"	70	"fruity"

"291"	"L'instant"	70	"fruity"

"292"	"J'adore ET"	75	"fruity"

"293"	"J'adore EP"	75	"fruity"

"294"	"Cinéma"	75	"fruity"

"295"	"Angel"	80	"fruity"

"296"	"J'adore EP"	84	"fruity"

"297"	"Angel"	84	"fruity"

"298"	"J'adore EP"	93	"fruity"

"299"	"Lolita Lempicka"	93	"fruity"

"300"	"J'adore ET"	99	"fruity;discrete;perfume for everyday"

"301"	"J'adore ET"	65	"fruity;flowery"

"302"	"J'adore EP"	65	"fruity;flowery"

"303"	"Coco Mademoiselle"	65	"fruity;flowery"

"304"	"Pleasures"	65	"fruity;flowery"

"305"	"J'adore ET"	66	"fruity;flowery"

"306"	"J'adore EP"	66	"fruity;flowery"

"307"	"Coco Mademoiselle"	80	"fruity;fresh"

"308"	"Cinéma"	80	"fruity;fresh"

"309"	"J'adore EP"	77	"fruity;fresh;acidic;young"

"310"	"Pure Poison"	77	"fruity;fresh;acidic;young"

"311"	"Lolita Lempicka"	77	"fruity;fresh;acidic;young"

"312"	"Cinéma"	77	"fruity;fresh;acidic;young"

"313"	"J'adore EP"	31	"fruity;fresh;citrus;perfume"

"314"	"Coco Mademoiselle"	31	"fruity;fresh;citrus;perfume"

"315"	"Lolita Lempicka"	95	"fruity;guava"

"316"	"Angel"	95	"fruity;guava"

"317"	"Coco Mademoiselle"	90	"fruity;lemon"

"318"	"Pleasures"	31	"fruity;lemony;eau de toilette"

"319"	"J'adore ET"	69	"fruity;light"

"320"	"Coco Mademoiselle"	69	"fruity;light"

"321"	"Lolita Lempicka"	92	"fruity;light"

"322"	"Pleasures"	35	"fruity;light;discrete"

"323"	"J'adore ET"	71	"fruity;light;spring"

"324"	"J'adore EP"	71	"fruity;light;spring"

"325"	"Cinéma"	71	"fruity;light;spring"

"326"	"Lolita Lempicka"	31	"fruity;perfume"

"327"	"J'adore ET"	31	"fruity;rose;fresh;eau de toilette"

"328"	"Cinéma"	40	"fruity;sensual;light"

"329"	"J'adore ET"	17	"fruity;soft"

"330"	"Lolita Lempicka"	35	"fruity;soft"

"331"	"J'adore ET"	55	"fruity;soft"

"332"	"Cinéma"	79	"fruity;soft"

"333"	"Lolita Lempicka"	1	"fruity;sour"

"334"	"Cinéma"	1	"fruity;sour"

"335"	"L'instant"	1	"fruity;sour"

"336"	"L'instant"	71	"fruity;strong"

"337"	"J'adore EP"	80	"fruity;strong"

"338"	"Pure Poison"	79	"fruity;strong;fresh;character"

"339"	"J'adore ET"	1	"fruity;sweet"

"340"	"J'adore EP"	1	"fruity;sweet"

"341"	"J'adore EP"	46	"fruity;sweet"

"342"	"Pure Poison"	46	"fruity;sweet"

"343"	"Lolita Lempicka"	46	"fruity;sweet"

"344"	"Cinéma"	46	"fruity;sweet"

"345"	"J'adore EP"	17	"fruity;sweet;soft"

"346"	"Shalimar"	23	"glasses cleaner"

"347"	"Shalimar"	35	"grand father;cologne from the 80s"

"348"	"Shalimar"	7	"grand mother"

"349"	"Cinéma"	38	"grand mother"

"350"	"L'instant"	38	"grand mother"

"351"	"Cinéma"	35	"grand mother;old mushrooms"

"352"	"Aromatics Elixir"	35	"grand mother;strong"

"353"	"J'adore ET"	90	"hard;cottony"

"354"	"Coco Mademoiselle"	29	"heady"

"355"	"Cinéma"	30	"heady"

"356"	"L'instant"	30	"heady"

"357"	"L'instant"	67	"heady"

"358"	"L'instant"	95	"heady"

"359"	"Shalimar"	95	"heady"

"360"	"Aromatics Elixir"	100	"heady"

"361"	"Pure Poison"	42	"heady;liquorice"

"362"	"Lolita Lempicka"	42	"heady;liquorice"

"363"	"Chanel N5"	42	"heady;liquorice"

"364"	"Angel"	42	"heady;liquorice"

"365"	"Shalimar"	98	"heady;spicy"

"366"	"Angel"	98	"heady;spicy"

"367"	"Shalimar"	58	"heady;strong;old;despleasant;pharmaceutical;therapeutic plant"

"368"	"Angel"	7	"heady;sweet"

"369"	"L'instant"	68	"heavy"

"370"	"Shalimar"	68	"heavy"

"371"	"Aromatics Elixir"	68	"heavy"

"372"	"Chanel N5"	68	"heavy"

"373"	"Angel"	68	"heavy"

"374"	"Aromatics Elixir"	44	"heavy;heady"

"375"	"Pleasures"	13	"herbaceous;cut grass"

"376"	"Chanel N5"	23	"honeysuckle"

"377"	"Aromatics Elixir"	36	"hospital"

"378"	"Aromatics Elixir"	63	"hospital"

"379"	"Shalimar"	64	"hospital"

"380"	"Cinéma"	45	"incense"

"381"	"Shalimar"	6	"intense;pure;alcohol"

"382"	"Aromatics Elixir"	6	"intense;pure;alcohol"

"383"	"Chanel N5"	6	"intense;pure;alcohol"

"384"	"Shalimar"	26	"intense;spicy"

"385"	"Shalimar"	11	"intense;tense;stuffy"

"386"	"Chanel N5"	11	"intense;tense;stuffy"

"387"	"Aromatics Elixir"	47	"iodine;strong"

"388"	"Chanel N5"	47	"iodine;strong"

"389"	"J'adore EP"	90	"jasmin"

"390"	"J'adore ET"	5	"lavender"

"391"	"Pleasures"	5	"lavender"

"392"	"Shalimar"	5	"lavender"

"393"	"Chanel N5"	5	"lavender"

"394"	"J'adore EP"	91	"lavender"

"395"	"Pleasures"	91	"lavender"

"396"	"Shalimar"	37	"lemon;sour;spicy"

"397"	"Shalimar"	40	"lemony"

"398"	"Coco Mademoiselle"	5	"lemony;soft"

"399"	"Pure Poison"	5	"lemony;soft"

"400"	"J'adore ET"	3	"light"

"401"	"L'instant"	25	"light"

"402"	"Pleasures"	38	"light"

"403"	"Coco Mademoiselle"	39	"light"

"404"	"L'instant"	40	"light"

"405"	"Lolita Lempicka"	50	"light"

"406"	"Cinéma"	50	"light"

"407"	"L'instant"	50	"light"

"408"	"Lolita Lempicka"	54	"light"

"409"	"Cinéma"	54	"light"

"410"	"L'instant"	54	"light"

"411"	"J'adore ET"	59	"light"

"412"	"J'adore EP"	59	"light"

"413"	"Coco Mademoiselle"	59	"light"

"414"	"Cinéma"	59	"light"

"415"	"Pleasures"	59	"light"

"416"	"Coco Mademoiselle"	62	"light"

"417"	"Lolita Lempicka"	62	"light"

"418"	"Pleasures"	62	"light"

"419"	"J'adore ET"	73	"light"

"420"	"Pure Poison"	73	"light"

"421"	"Pure Poison"	85	"light"

"422"	"Pure Poison"	11	"light;crown"

"423"	"Shalimar"	41	"light;discrete;pleasant;ancient;sweet;sour;green"

"424"	"J'adore ET"	44	"light;flowery"

"425"	"J'adore EP"	44	"light;flowery"

"426"	"Pleasures"	44	"light;flowery"

"427"	"J'adore EP"	32	"light;fruity;bewitching"

"428"	"Pure Poison"	32	"light;natural"

"429"	"Chanel N5"	32	"light;passive"

"430"	"Coco Mademoiselle"	7	"light;soft"

"431"	"Pleasures"	25	"light;summer"

"432"	"Cinéma"	92	"light;vanilla"

"433"	"Pleasures"	1	"lily of the valley"

"434"	"L'instant"	55	"lily of the valley"

"435"	"L'instant"	100	"lily of the valley"

"436"	"Shalimar"	32	"lipstick"

"437"	"Lolita Lempicka"	63	"lolita"

"438"	"Aromatics Elixir"	66	"male"

"439"	"Shalimar"	81	"male;strength;essence"

"440"	"Aromatics Elixir"	81	"male;strength;essence"

"441"	"Pure Poison"	23	"man"

"442"	"Shalimar"	71	"man"

"443"	"Pure Poison"	75	"man"

"444"	"Pleasures"	75	"man"

"445"	"Aromatics Elixir"	75	"man;bitter"

"446"	"Coco Mademoiselle"	61	"man;freshness;manly;strength"

"447"	"Pure Poison"	61	"man;freshness;manly;strength"

"448"	"Aromatics Elixir"	61	"man;freshness;manly;strength"

"449"	"Angel"	61	"man;freshness;manly;strength"

"450"	"Angel"	100	"marked"

"451"	"Pure Poison"	7	"medicine"

"452"	"Aromatics Elixir"	34	"medicine"

"453"	"Shalimar"	56	"medicine"

"454"	"Shalimar"	70	"medicine"

"455"	"Shalimar"	91	"medicine"

"456"	"Aromatics Elixir"	91	"medicine"

"457"	"Shalimar"	92	"medicine"

"458"	"Aromatics Elixir"	5	"medicine;toiletry"

"459"	"J'adore ET"	81	"milk"

"460"	"Pure Poison"	81	"milk"

"461"	"Chanel N5"	13	"milky;milk for babies"

"462"	"L'instant"	9	"mint"

"463"	"Shalimar"	84	"minty"

"464"	"Shalimar"	60	"musk"

"465"	"Aromatics Elixir"	62	"musk"

"466"	"Coco Mademoiselle"	96	"musk"

"467"	"Shalimar"	97	"musk"

"468"	"Aromatics Elixir"	89	"musk;strong"

"469"	"Chanel N5"	89	"musk;strong"

"470"	"Chanel N5"	90	"musk;vanilla"

"471"	"Coco Mademoiselle"	16	"nature"

"472"	"Pleasures"	16	"nature"

"473"	"J'adore ET"	46	"nature;flower;forest"

"474"	"L'instant"	46	"nature;flower;forest"

"475"	"Pleasures"	46	"nature;flower;forest"

"476"	"Angel"	46	"nature;flower;forest"

"477"	"Cinéma"	28	"neutral"

"478"	"L'instant"	28	"neutral"

"479"	"Pure Poison"	29	"neutral"

"480"	"Cinéma"	29	"neutral"

"481"	"Lolita Lempicka"	32	"neutral"

"482"	"Pleasures"	74	"neutral"

"483"	"Lolita Lempicka"	89	"neutral"

"484"	"Pure Poison"	55	"neutral;fruity"

"485"	"Shalimar"	63	"nursing home"

"486"	"L'instant"	4	"odorless"

"487"	"Aromatics Elixir"	71	"ointment"

"488"	"Chanel N5"	15	"old"

"489"	"Lolita Lempicka"	56	"old lady"

"490"	"Aromatics Elixir"	56	"old lady"

"491"	"Angel"	56	"old lady"

"492"	"Cinéma"	66	"old-fashioned"

"493"	"Shalimar"	66	"old-fashioned"

"494"	"Chanel N5"	66	"old-fashioned"

"495"	"Cinéma"	91	"orange"

"496"	"J'adore EP"	5	"orange;soft"

"497"	"Pure Poison"	21	"oriental"

"498"	"L'instant"	21	"oriental"

"499"	"Shalimar"	50	"oriental"

"500"	"Aromatics Elixir"	50	"oriental"

"501"	"Chanel N5"	50	"oriental"

"502"	"Lolita Lempicka"	21	"oriental;Angel"

"503"	"Angel"	21	"oriental;Angel"

"504"	"Aromatics Elixir"	31	"oriental;spicy"

"505"	"Lolita Lempicka"	72	"original"

"506"	"Shalimar"	72	"original;labelo"

"507"	"Chanel N5"	36	"out"

"508"	"Coco Mademoiselle"	51	"patchouli"

"509"	"Aromatics Elixir"	51	"patchouli"

"510"	"Angel"	51	"patchouli"

"511"	"J'adore ET"	97	"peach"

"512"	"Shalimar"	4	"perfume for elderly"

"513"	"Aromatics Elixir"	4	"perfume for elderly"

"514"	"Aromatics Elixir"	30	"persistent;heady;elderly"

"515"	"Angel"	85	"pineapple"

"516"	"Angel"	89	"pineapple"

"517"	"Angel"	91	"pineapple"

"518"	"Pleasures"	80	"plants from the forest"

"519"	"Aromatics Elixir"	80	"plants from the forest"

"520"	"Chanel N5"	80	"plants from the forest"

"521"	"L'instant"	11	"playful"

"522"	"Pleasures"	28	"pleasant"

"523"	"Shalimar"	79	"polisher for furniture;airduster;strong;male"

"524"	"Pleasures"	36	"potpourri;rose"

"525"	"Pleasures"	10	"powder;flowery;fresh"

"526"	"Chanel N5"	10	"powder;spicy;soft;grand mother"

"527"	"Shalimar"	46	"power"

"528"	"Aromatics Elixir"	46	"power"

"529"	"Aromatics Elixir"	88	"power"

"530"	"Angel"	3	"powerful"

"531"	"Shalimar"	25	"powerful;alcohol;strong"

"532"	"Aromatics Elixir"	25	"powerful;alcohol;strong"

"533"	"J'adore ET"	43	"powerful;soft"

"534"	"J'adore EP"	43	"powerful;soft"

"535"	"Pleasures"	43	"powerful;soft"

"536"	"Lolita Lempicka"	45	"raspberry"

"537"	"J'adore ET"	63	"red fruit;fresh"

"538"	"Coco Mademoiselle"	46	"refreshing;strong"

"539"	"Chanel N5"	46	"refreshing;strong"

"540"	"Pure Poison"	15	"rich;oriental"

"541"	"Angel"	60	"ripe fruit"

"542"	"J'adore ET"	91	"rose"

"543"	"Lolita Lempicka"	91	"rose"

"544"	"L'instant"	91	"rose"

"545"	"Chanel N5"	91	"rose"

"546"	"Pleasures"	93	"rose"

"547"	"Chanel N5"	16	"rose candy;old"

"548"	"Cinéma"	18	"rose;lemon"

"549"	"Chanel N5"	30	"rose;persistent;heady"

"550"	"J'adore ET"	19	"rose;powder"

"551"	"J'adore EP"	19	"rose;powder"

"552"	"Coco Mademoiselle"	19	"rose;powder"

"553"	"Pure Poison"	19	"rose;powder"

"554"	"Pleasures"	19	"rose;powder"

"555"	"Aromatics Elixir"	11	"sand;strong"

"556"	"Angel"	41	"saturating;synthetic;pineapple;fruity "

"557"	"Shalimar"	85	"scary"

"558"	"Coco Mademoiselle"	26	"sea"

"559"	"J'adore ET"	89	"sea water"

"560"	"J'adore EP"	89	"sea water"

"561"	"Coco Mademoiselle"	79	"sea;fresh;amber"

"562"	"J'adore ET"	79	"sea;toilets"

"563"	"J'adore EP"	34	"sensual"

"564"	"Coco Mademoiselle"	57	"sensuality;light"

"565"	"J'adore EP"	23	"shampoo"

"566"	"J'adore ET"	21	"shampoo;chemical"

"567"	"J'adore EP"	21	"shampoo;chemical"

"568"	"J'adore EP"	28	"shower gel"

"569"	"J'adore ET"	35	"shower gel"

"570"	"J'adore EP"	35	"shower gel"

"571"	"J'adore EP"	55	"shower gel"

"572"	"J'adore EP"	41	"shower gel;exotic fruit;synthesis"

"573"	"Coco Mademoiselle"	41	"shower gel;exotic fruit;synthesis"

"574"	"Lolita Lempicka"	69	"simple;heady"

"575"	"L'instant"	69	"simple;heady"

"576"	"Lolita Lempicka"	61	"singular"

"577"	"Shalimar"	89	"sink"

"578"	"L'instant"	37	"skin cream nivea"

"579"	"L'instant"	64	"slightly strong;alcohol "

"580"	"J'adore ET"	22	"soap"

"581"	"J'adore EP"	22	"soap"

"582"	"Shalimar"	22	"soap"

"583"	"Chanel N5"	22	"soap"

